City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
324,sandnessjoen,66.0217,12.6316,10.23,76.0,75.0,6.17,NO,1717453579.0
325,murzuq,25.9155,13.9184,33.16,18.0,84.0,5.19,LY,1717453581.0
326,kiama,-34.6833,150.8667,11.92,78.0,36.0,2.36,AU,1717453582.0
327,piacabucu,-10.4056,-36.4344,24.83,88.0,12.0,3.44,BR,1717453583.0
328,beitbridge,-22.2167,30.0,17.11,13.0,0.0,5.93,ZW,1717453584.0
329,chabahar,25.2919,60.643,29.39,80.0,3.0,3.13,IR,1717453585.0
330,yeroham,30.9872,34.9314,21.54,70.0,0.0,4.19,IL,1717453586.0
331,grajau,-5.8194,-46.1386,27.57,62.0,99.0,2.0,BR,1717453587.0
332,celestun,20.8667,-90.4,31.03,64.0,62.0,6.79,MX,1717453589.0
333,yeppoon,-23.1333,150.7333,12.36,58.0,5.0,1.63,AU,1717453590.0
334,selkirk,50.1436,-96.8845,22.31,51.0,75.0,1.34,CA,1717453591.0
335,praya,14.9215,-23.5087,23.3,78.0,75.0,6.17,CV,1717453592.0
336,dakhla,23.6848,-15.958,19.95,91.0,0.0,7.78,EH,1717453568.0
337,nantucket,41.2835,-70.0995,22.06,82.0,0.0,7.2,US,1717453595.0
338,mata-utu,-13.2816,-176.1745,27.66,75.0,10.0,7.89,WF,1717453596.0
339,ibotirama,-12.1853,-43.2206,28.2,41.0,100.0,2.27,BR,1717453597.0
340,katsuren-haebaru,26.3369,127.8719,23.38,85.0,0.0,2.57,JP,1717453598.0
341,tralee,52.2704,-9.7026,12.54,94.0,100.0,2.22,IE,1717453600.0
342,mont-dore,-22.2833,166.5833,27.99,99.0,0.0,1.1,NC,1717453601.0
343,broome,42.2506,-75.833,25.9,72.0,100.0,2.57,US,1717453602.0
344,pandan,14.0453,124.1694,27.86,82.0,100.0,2.55,PH,1717453603.0
345,puntarenas,9.9763,-84.8384,28.4,81.0,100.0,3.36,CR,1717453344.0
346,surigao,9.7839,125.4889,27.11,81.0,100.0,1.5,PH,1717453605.0
347,greymouth,-42.4667,171.2,6.33,76.0,89.0,2.58,NZ,1717453606.0
348,timbuktu,16.7735,-3.0074,37.39,22.0,100.0,2.25,ML,1717453608.0
349,valsad,20.6333,72.9333,29.59,73.0,100.0,3.91,IN,1717453609.0
350,camacupa,-12.0167,17.4833,14.74,40.0,1.0,1.04,AO,1717453610.0
351,clodomira,-27.5744,-64.1311,14.8,36.0,98.0,2.53,AR,1717453611.0
352,urengoy,65.9667,78.3667,-2.11,91.0,100.0,4.25,RU,1717453612.0
353,cherdyn',60.403,56.4787,9.82,94.0,24.0,3.17,RU,1717453614.0
354,franca,-20.5386,-47.4008,19.91,47.0,100.0,1.47,BR,1717453615.0
355,larose,29.5724,-90.3818,32.23,68.0,40.0,4.63,US,1717453436.0
356,roslavl',53.9528,32.8639,13.57,97.0,13.0,2.94,RU,1717453570.0
357,rancho palos verdes,33.7445,-118.387,24.04,78.0,75.0,3.6,US,1717453618.0
358,kirikhan,36.4994,36.3576,22.46,56.0,0.0,1.03,TR,1717453619.0
359,palopo,-2.9996,120.1921,23.41,92.0,100.0,1.86,ID,1717453621.0
360,chui,-33.6971,-53.4616,9.36,73.0,99.0,2.23,UY,1717453622.0
361,susuman,62.7833,148.1667,12.77,44.0,7.0,2.68,RU,1717453623.0
362,wellington,-41.2866,174.7756,11.81,74.0,100.0,8.75,NZ,1717453606.0
363,weligama,5.9667,80.4167,25.64,91.0,68.0,2.21,LK,1717453625.0
364,nemuro,43.3236,145.575,7.31,93.0,100.0,3.74,JP,1717453626.0
365,nova vicosa,-17.8919,-39.3719,23.33,85.0,19.0,2.89,BR,1717453627.0
366,beaufort west,-32.3567,22.583,7.07,81.0,100.0,6.39,ZA,1717453450.0
367,haimen,23.1935,116.6142,20.94,76.0,100.0,5.83,CN,1717453630.0
368,sekong,-6.3996,106.0252,23.62,97.0,88.0,0.56,ID,1717453631.0
369,chiredzi,-21.05,31.6667,21.32,22.0,39.0,5.37,ZW,1717453632.0
370,kent,51.1667,0.6667,17.95,72.0,99.0,0.89,GB,1717453418.0
371,awjilah,29.1081,21.2869,34.63,13.0,79.0,5.74,LY,1717453635.0
372,bryne,58.7354,5.6477,12.77,89.0,75.0,2.06,NO,1717453636.0
373,onega,63.9061,38.1404,14.28,97.0,99.0,2.19,RU,1717453637.0
374,galliano,29.4422,-90.2992,32.22,66.0,40.0,4.63,US,1717453438.0
375,dereli,40.7378,38.4493,17.09,39.0,0.0,3.79,TR,1717453639.0
376,mullovka,54.2,49.4,18.9,91.0,92.0,1.95,RU,1717453641.0
377,kinkala,-4.3614,14.7644,22.76,79.0,5.0,1.72,CG,1717453642.0
378,gulf shores,30.246,-87.7008,29.03,74.0,40.0,4.47,US,1717453643.0
379,khvansar,33.2205,50.315,15.86,37.0,31.0,0.66,IR,1717453644.0
380,machico,32.7,-16.7667,20.35,82.0,20.0,3.09,PT,1717453645.0
381,trinidad,-14.8333,-64.9,29.99,58.0,75.0,0.0,BO,1717453607.0
382,itaituba,-4.2761,-55.9836,26.72,79.0,98.0,1.19,BR,1717453647.0
383,ust'-ilimsk,58.0006,102.6619,13.02,56.0,100.0,1.79,RU,1717453358.0
384,saint croix,17.7397,-64.7388,28.25,84.0,75.0,3.09,VI,1717453650.0
385,alytus,54.4,24.05,13.13,98.0,6.0,3.08,LT,1717453382.0
386,avsallar,36.616,31.7806,26.88,47.0,29.0,1.53,TR,1717453652.0
387,tilcara,-23.5776,-65.3509,8.31,55.0,41.0,0.77,AR,1717453653.0
388,neiafu,-18.65,-173.9833,25.01,57.0,84.0,5.69,TO,1717453654.0
389,azazga,36.7447,4.3722,15.73,74.0,0.0,3.03,DZ,1717453655.0
390,bardai,11.65,7.2333,25.7,63.0,100.0,1.8,NG,1717453657.0
391,zhongshan,21.3226,110.5829,26.3,91.0,63.0,3.85,CN,1717453658.0
392,remire-montjoly,4.9167,-52.2667,28.02,83.0,20.0,2.06,GF,1717453659.0
393,galveston,29.3669,-94.9669,32.83,75.0,100.0,7.2,US,1717453608.0
394,korla,41.7597,86.1469,21.88,22.0,50.0,7.61,CN,1717453661.0
395,kalispell,48.1958,-114.3129,14.02,60.0,40.0,4.12,US,1717453541.0
396,kukawa,12.9234,13.5606,33.65,32.0,39.0,3.12,NG,1717453663.0
397,nako,31.8814,78.627,10.92,52.0,31.0,2.15,IN,1717453665.0
398,chinde,26.8418,88.0763,17.54,88.0,14.0,2.11,NP,1717453666.0
399,queenstown,-31.8976,26.8753,4.42,72.0,36.0,11.6,ZA,1717453667.0
400,kerman,30.2832,57.0788,23.92,23.0,0.0,3.09,IR,1717453668.0
401,lospalos,-8.5186,127.0025,22.54,86.0,100.0,3.01,TL,1717453670.0
402,mora,11.0461,14.1401,32.91,37.0,51.0,3.35,CM,1717453671.0
403,fort st. john,56.2499,-120.8529,8.94,100.0,100.0,4.63,CA,1717453662.0
404,nagato,34.3833,131.2,19.0,73.0,90.0,6.23,JP,1717453673.0
405,dzuunmod,48.2199,97.3744,9.0,46.0,86.0,1.58,MN,1717453674.0
406,ahau,,,,,,,,
407,geraldton,-28.7667,114.6,16.23,88.0,100.0,2.57,AU,1717453379.0
408,ingeniero guillermo n. juarez,-23.9,-61.85,16.12,61.0,0.0,3.08,AR,1717453678.0
409,baki,-7.6128,110.7839,23.02,92.0,92.0,2.81,ID,1717453679.0
410,ouellah,,,,,,,,
411,dunedin,-45.8742,170.5036,9.45,52.0,19.0,1.22,NZ,1717453681.0
412,molo,-0.2479,35.7374,11.48,92.0,74.0,1.45,KE,1717453682.0
413,nsanje,-16.92,35.262,21.08,68.0,0.0,0.75,MW,1717453683.0
414,hermanus,-34.4187,19.2345,16.0,89.0,100.0,5.9,ZA,1717453685.0
415,bukama,-9.2,25.85,22.54,61.0,70.0,1.03,CD,1717453686.0
416,najran,17.4924,44.1277,27.36,15.0,9.0,1.85,SA,1717453687.0
417,igarra,7.2827,6.0878,23.33,96.0,6.0,2.29,NG,1717453688.0
418,trincomalee,8.5711,81.2335,28.13,74.0,100.0,7.02,LK,1717453689.0
419,puerto baquerizo moreno,-0.9,-89.6,25.55,73.0,75.0,7.72,EC,1717453690.0
420,abong mbang,3.9833,13.1833,20.34,99.0,9.0,0.84,CM,1717453691.0
421,longquan,24.6719,102.1613,18.37,94.0,45.0,1.44,CN,1717453693.0
422,bairnsdale,-37.8333,147.6167,8.36,91.0,52.0,3.01,AU,1717453410.0
423,kampung sungai ara,5.327,100.2735,26.96,91.0,20.0,0.51,MY,1717453695.0
424,kamina,-8.7386,24.9906,19.57,53.0,66.0,1.25,CD,1717453696.0
425,tieli,46.95,128.05,12.95,88.0,100.0,2.31,CN,1717453697.0
426,borger,52.9233,6.7931,15.02,89.0,100.0,2.31,NL,1717453698.0
427,san sebastian de la gomera,28.0916,-17.1133,21.88,77.0,0.0,1.54,ES,1717453700.0
428,humaita,-7.5061,-63.0208,28.39,65.0,100.0,0.89,BR,1717453701.0
429,usinsk,65.9939,57.5281,3.37,86.0,100.0,4.47,RU,1717453450.0
430,harran,36.86,39.0314,27.93,21.0,0.0,1.48,TR,1717453703.0
431,puerto ayacucho,5.6639,-67.6236,24.16,94.0,100.0,2.02,VE,1717453704.0
432,ercis,39.0287,43.3586,15.42,59.0,7.0,3.33,TR,1717453705.0
433,narasingapuram,13.6167,79.3333,28.07,75.0,100.0,1.05,IN,1717453706.0
434,nakamura,32.9833,132.9333,17.54,73.0,0.0,1.14,JP,1717453708.0
435,qarqaraly,49.4058,75.4742,9.39,62.0,71.0,3.58,KZ,1717453709.0
436,slave lake,55.2834,-114.769,12.99,82.0,100.0,4.63,CA,1717453683.0
437,banjarmasin,-3.3244,114.591,25.08,96.0,100.0,1.03,ID,1717453691.0
438,launceston,-41.45,147.1667,8.97,100.0,100.0,3.09,AU,1717453712.0
439,igarka,67.4667,86.5833,0.57,82.0,100.0,1.79,RU,1717453713.0
440,borogontsy,62.6683,131.1683,14.54,55.0,0.0,4.23,RU,1717453715.0
441,pariaman,-0.619,100.12,26.03,86.0,70.0,1.87,ID,1717453644.0
442,gizo,-8.103,156.8419,28.1,78.0,29.0,2.14,SB,1717453718.0
443,tekane,,,,,,,,
444,turpan,42.9333,89.1667,24.92,32.0,0.0,1.08,CN,1717453594.0
445,kourou,5.1552,-52.6478,28.03,86.0,17.0,3.5,GF,1717453497.0
446,faya-largeau,17.9257,19.1043,36.57,11.0,0.0,4.44,TD,1717453722.0
447,kailua-kona,19.6406,-155.9956,30.15,75.0,20.0,5.14,US,1717453723.0
448,corner brook,48.9667,-57.9484,13.09,92.0,98.0,2.99,CA,1717453543.0
449,morehead,37.2711,-87.1764,31.59,54.0,40.0,1.54,US,1717453726.0
450,papao,-17.75,-149.55,28.82,78.0,100.0,2.74,PF,1717453727.0
451,quepos,9.4236,-84.1652,27.45,86.0,100.0,0.38,CR,1717453728.0
452,brisas de zicatela,15.8369,-97.0419,32.29,79.0,75.0,3.09,MX,1717453729.0
453,antofagasta,-23.65,-70.4,16.6,85.0,88.0,2.53,CL,1717453222.0
454,mingyue,43.1069,128.9217,14.31,75.0,85.0,0.88,CN,1717453731.0
455,aginskoye,51.1,114.53,15.59,61.0,85.0,1.27,RU,1717453733.0
456,syanno,54.8106,29.7069,14.17,97.0,77.0,3.32,BY,1717453734.0
457,tazacorte,28.629,-17.9293,20.54,93.0,0.0,4.12,ES,1717453735.0
458,horta,38.5333,-28.6333,17.8,88.0,20.0,2.57,PT,1717453736.0
459,callao,-12.0667,-77.15,22.07,68.0,0.0,6.17,PE,1717453737.0
460,flying fish cove,-10.4217,105.6791,25.82,94.0,75.0,5.14,CX,1717453738.0
461,ouro preto do oeste,-10.7481,-62.2158,25.05,72.0,77.0,1.46,BR,1717453739.0
462,vingt cinq,,,,,,,,
463,fortuna,40.5982,-124.1573,18.85,82.0,100.0,4.63,US,1717453742.0
464,bechar,31.6167,-2.2167,24.18,46.0,40.0,8.23,DZ,1717453743.0
465,trairi,-3.2778,-39.2689,24.85,91.0,68.0,3.42,BR,1717453697.0
466,vera cruz,-12.6333,-41.0333,24.57,55.0,90.0,2.28,BR,1717453745.0
467,juchitan de zaragoza,16.4333,-95.0167,32.49,63.0,88.0,6.84,MX,1717453746.0
468,ninghai,29.2892,121.4247,19.13,69.0,100.0,1.87,CN,1717453748.0
469,ballina,-28.8667,153.5667,12.66,65.0,83.0,3.41,AU,1717453749.0
470,riyadh,24.6877,46.7219,32.08,12.0,0.0,2.91,SA,1717453632.0
471,stephenville,32.2207,-98.2023,32.87,68.0,40.0,3.6,US,1717453751.0
472,mejit,10.2753,170.8646,27.91,81.0,100.0,9.69,MH,1717453752.0
473,gorantla,,,,,,,,
474,pisco,-13.7,-76.2167,18.03,77.0,0.0,7.72,PE,1717453754.0
475,shingu,33.7333,135.9833,17.46,67.0,1.0,1.71,JP,1717453756.0
476,lompoc,34.6391,-120.4579,26.03,76.0,100.0,9.26,US,1717453561.0
477,harper,4.375,-7.7169,25.21,93.0,100.0,3.98,LR,1717453758.0
478,goondiwindi,-28.55,150.3167,9.55,64.0,100.0,0.97,AU,1717453759.0
479,antonio enes,-16.2325,39.9086,24.17,86.0,68.0,3.28,MZ,1717453760.0
480,mersing,2.4312,103.8405,24.95,94.0,20.0,2.57,MY,1717453761.0
481,mucumpiz,8.4167,-71.1333,17.93,88.0,100.0,2.08,VE,1717453762.0
482,le port,-20.9373,55.2919,20.0,67.0,6.0,0.29,RE,1717453764.0
483,grande prairie,55.1667,-118.8027,12.1,94.0,100.0,3.6,CA,1717453503.0
484,breclav,48.759,16.882,17.47,93.0,100.0,3.19,CZ,1717453766.0
485,leava,-14.3,-178.1667,27.75,64.0,86.0,8.28,WF,1717453767.0
486,libertad,8.9442,125.5019,26.68,89.0,100.0,1.63,PH,1717453768.0
487,kirgiz-miyaki,53.6324,54.7979,14.36,95.0,86.0,1.8,RU,1717453769.0
488,bangolo,7.0069,-7.475,23.69,95.0,96.0,0.87,CI,1717453771.0
489,robore,-18.3333,-59.75,29.05,74.0,20.0,0.0,BO,1717453772.0
490,pagar alam,-4.0167,103.2667,20.71,99.0,94.0,0.67,ID,1717453773.0
491,san pedro,14.35,121.0167,29.62,84.0,75.0,2.57,PH,1717453505.0
492,nishinoomote,30.7333,131.0,22.01,64.0,28.0,2.97,JP,1717453775.0
493,brena alta,28.65,-17.7833,18.97,78.0,0.0,4.12,ES,1717453776.0
494,muro del alcoy,38.7812,-0.4361,20.22,74.0,53.0,0.58,ES,1717453777.0
495,kavaratti,10.5669,72.642,28.99,83.0,100.0,3.77,IN,1717453779.0
496,zouerate,22.7187,-12.4521,28.56,21.0,24.0,5.37,MR,1717453780.0
497,male,4.1748,73.5089,28.97,84.0,75.0,4.12,MV,1717453781.0
498,balakirevo,56.5059,38.8432,16.4,97.0,8.0,2.89,RU,1717453782.0
499,upington,-28.4478,21.2561,8.21,49.0,7.0,3.09,ZA,1717453771.0
500,luena,-11.7833,19.9167,17.1,55.0,2.0,2.06,AO,1717453784.0
501,cabo san lucas,22.8909,-109.9124,33.67,33.0,0.0,2.06,MX,1717453497.0
502,lubang,13.8584,120.124,29.34,76.0,100.0,2.22,PH,1717453787.0
503,lhasa,29.65,91.1,9.94,63.0,100.0,0.94,CN,1717453788.0
504,ancud,-41.8697,-73.8203,7.23,93.0,100.0,3.78,CL,1717453789.0
505,swift current,50.2834,-107.8014,17.45,77.0,75.0,3.09,CA,1717453790.0
506,sanming,26.2486,117.6186,18.06,79.0,98.0,1.22,CN,1717453791.0
507,juegang,32.3174,121.1855,19.49,83.0,97.0,4.56,CN,1717453792.0
508,kyabe,9.4515,18.9449,31.43,39.0,70.0,1.82,TD,1717453794.0
509,tabas,33.5959,56.9244,29.12,24.0,4.0,2.06,IR,1717453795.0
510,chifeng,42.2683,118.9636,19.18,40.0,6.0,2.06,CN,1717453796.0
511,boucherville,45.591,-73.4361,30.21,27.0,0.0,2.06,CA,1717453797.0
512,tomatlan,19.9333,-105.25,32.05,37.0,0.0,5.1,MX,1717453798.0
513,alvear,-29.0968,-56.5504,10.74,76.0,0.0,4.36,AR,1717453799.0
514,zemio,5.0314,25.1361,22.29,85.0,88.0,0.87,CF,1717453801.0
515,zheleznodorozhnyy,55.7503,38.0042,17.83,94.0,23.0,2.24,RU,1717453802.0
516,bogo,11.0517,124.0055,29.04,75.0,100.0,1.6,PH,1717453804.0
517,arraias,-12.9288,-46.9437,22.67,45.0,100.0,2.39,BR,1717453805.0
518,san jose del cabo,23.0589,-109.6977,37.65,52.0,0.0,5.14,MX,1717453807.0
519,sodankyla,67.4167,26.6,13.8,83.0,100.0,1.98,FI,1717453809.0
520,lib,8.3122,167.3766,27.99,82.0,99.0,6.1,MH,1717453810.0
521,pitimbu,-7.4706,-34.8086,24.33,86.0,95.0,4.03,BR,1717453811.0
522,magong,23.5654,119.5863,25.13,72.0,99.0,8.65,TW,1717453812.0
523,puerto penasco,31.3167,-113.5333,30.99,71.0,0.0,5.66,MX,1717453813.0
524,devonport,-41.1667,146.35,10.29,90.0,27.0,1.8,AU,1717453815.0
525,termas de rio hondo,-27.4998,-64.8604,14.02,42.0,100.0,2.28,AR,1717453801.0
526,holmsund,63.706,20.3641,13.97,88.0,75.0,1.54,SE,1717453748.0
527,lagos,6.5833,3.75,27.18,87.0,31.0,2.91,NG,1717453329.0
528,manokwari,-0.8667,134.0833,27.67,71.0,96.0,1.4,ID,1717453819.0
529,betio village,1.358,172.9211,30.02,76.0,19.0,2.98,KI,1717453820.0
530,kharp,66.8014,65.8081,-0.16,72.0,94.0,1.77,RU,1717453821.0
531,mili,6.0815,171.735,27.99,80.0,98.0,4.87,MH,1717453823.0
532,mount isa,-20.7333,139.5,8.87,100.0,100.0,0.0,AU,1717453824.0
533,salinas,36.6777,-121.6555,26.66,78.0,0.0,6.17,US,1717453825.0
534,golub-dobrzyn,53.1109,19.0538,16.96,92.0,0.0,3.44,PL,1717453826.0
535,san pedro pochutla,15.7333,-96.4667,31.84,59.0,87.0,3.34,MX,1717453828.0
536,lakhdenpokh'ya,61.5198,30.1992,15.97,96.0,97.0,0.93,RU,1717453829.0
537,copiapo,-27.3667,-70.3333,11.83,53.0,100.0,1.61,CL,1717453751.0
538,shatrovo,56.5167,64.6333,7.97,91.0,90.0,3.21,RU,1717453831.0
539,vizinga,61.0749,50.1031,15.24,97.0,68.0,2.03,RU,1717453832.0
540,shihezi,44.3,86.0333,15.44,73.0,100.0,1.62,CN,1717453833.0
541,camana,-16.6228,-72.7111,17.39,85.0,3.0,3.26,PE,1717453759.0
542,codrington,-38.2667,141.9667,8.26,81.0,100.0,2.25,AU,1717453836.0
543,karaj,35.8355,51.0103,19.29,45.0,0.0,8.23,IR,1717453837.0
544,arraial do cabo,-22.9661,-42.0278,20.98,88.0,0.0,1.03,BR,1717453838.0
545,archangelos,36.2149,28.1149,22.99,45.0,86.0,2.68,GR,1717453839.0
546,palmer,42.1584,-72.3287,29.78,36.0,20.0,0.0,US,1717453840.0
547,anabar,,,,,,,,
548,los llanos de aridane,28.6585,-17.9182,18.86,93.0,0.0,4.12,ES,1717453842.0
549,promyshlennaya,54.9159,85.6385,12.56,89.0,100.0,6.95,RU,1717453844.0
550,kusong,39.9811,125.2447,18.92,62.0,0.0,0.7,KP,1717453845.0
551,lingdong,46.5669,131.1453,12.23,78.0,74.0,2.08,CN,1717453846.0
552,labytnangi,66.6572,66.4183,0.21,82.0,85.0,2.06,RU,1717453802.0
553,norrtalje,59.758,18.705,17.46,76.0,66.0,3.19,SE,1717453848.0
554,az zulfi,26.2995,44.8154,32.52,12.0,0.0,4.58,SA,1717453849.0
555,tamandare,-8.7597,-35.1047,25.32,85.0,20.0,2.79,BR,1717453851.0
556,iwanai,42.9744,140.5089,16.76,61.0,10.0,0.97,JP,1717453852.0
557,gereida,11.2811,25.1414,30.59,12.0,7.0,2.92,SD,1717453853.0
558,new plymouth,-39.0667,174.0833,9.62,96.0,99.0,4.02,NZ,1717453854.0
559,bohain-en-vermandois,49.9873,3.453,13.59,92.0,100.0,1.98,FR,1717453855.0
560,koungheul,13.9833,-14.8,31.42,33.0,26.0,5.84,SN,1717453856.0
561,amble,55.3333,-1.5833,14.22,72.0,10.0,2.57,GB,1717453857.0
562,baruun-urt,46.6806,113.2792,19.67,22.0,62.0,2.32,MN,1717453859.0
563,pyay,18.8167,95.2167,25.14,90.0,79.0,1.82,MM,1717453860.0
564,akureyri,65.6835,-18.0878,1.96,93.0,100.0,7.72,IS,1717453861.0
565,bredy,52.4153,60.3411,15.7,89.0,100.0,3.52,RU,1717453862.0
566,vung tau,10.346,107.0843,28.46,75.0,100.0,5.03,VN,1717453863.0
567,nieuw amsterdam,5.8833,-55.0833,26.09,89.0,20.0,0.0,SR,1717453864.0
568,nizhniy odes,63.6445,54.856,8.66,89.0,100.0,2.76,RU,1717453866.0
569,bantay,17.5847,120.3892,28.64,73.0,100.0,1.11,PH,1717453867.0
570,sundsvall,62.3913,17.3063,11.98,76.0,100.0,6.17,SE,1717453868.0
571,comblain-au-pont,50.4749,5.5771,13.69,84.0,100.0,0.53,BE,1717453869.0
572,raja,8.4596,25.678,26.56,52.0,28.0,2.53,SS,1717453870.0
573,port hedland,-20.3167,118.5667,13.03,71.0,0.0,3.6,AU,1717453871.0
574,linxi,39.7,118.4333,22.28,39.0,2.0,1.84,CN,1717453873.0
575,mont-joli,48.5839,-68.1921,14.72,77.0,75.0,6.69,CA,1717453874.0
576,constitucion,-35.3333,-72.4167,13.78,52.0,100.0,0.76,CL,1717453857.0
577,guerrero negro,27.9769,-114.0611,19.64,62.0,3.0,8.96,MX,1717453876.0
578,kirakira,-10.4544,161.9205,29.44,72.0,7.0,1.66,SB,1717453877.0
579,kwang binh,17.4833,106.6,27.89,75.0,98.0,3.9,VN,1717453878.0
580,zholymbet,51.7433,71.7122,14.99,66.0,57.0,6.98,KZ,1717453880.0
581,cole harbour,44.6724,-63.4751,16.66,82.0,98.0,4.63,CA,1717453881.0
582,krasnokholmskiy,55.9873,55.0466,17.35,93.0,38.0,2.99,RU,1717453882.0
583,kaga bandoro,6.9896,19.1874,25.01,51.0,100.0,2.47,CF,1717453883.0
584,adigrat,14.277,39.462,18.19,36.0,37.0,0.42,ET,1717453884.0
585,bella vista,36.4295,-94.2316,22.09,91.0,0.0,6.17,US,1717453885.0
586,lowell,42.6334,-71.3162,27.47,51.0,0.0,5.14,US,1717453754.0
587,mahalapye,-23.1041,26.8142,8.19,32.0,0.0,2.81,BW,1717453888.0
588,malpils,57.0111,24.9631,13.27,95.0,39.0,1.66,LV,1717453889.0
589,rabaul,-4.1967,152.1721,28.32,73.0,67.0,0.8,PG,1717453890.0
590,pleiku,13.9833,108.0,22.28,85.0,100.0,1.0,VN,1717453891.0
